,t_max,t_min,precip,snow_depth,snowfall,windspeed
2014-09-29,26.1,19.4,0.0,0,0,3
2014-09-30,21.7,16.7,0.0,0,0,21
2014-10-01,18.3,16.1,0.5,0,0,27
2014-10-02,21.1,16.1,0.0,0,0,21
2014-10-03,21.7,13.3,0.0,0,0,19
2014-10-04,20.6,11.1,30.0,0,0,30
2014-10-05,16.1,7.8,0.0,0,0,25
2014-10-06,20.6,10.0,0.0,0,0,17
2014-10-07,21.7,17.2,1.5,0,0,21
2014-10-08,22.8,16.7,1.0,0,0,32
2014-10-09,20.0,12.8,0.0,0,0,25
2014-10-10,17.8,11.1,0.0,0,0,10
2014-10-11,15.6,10.0,8.4,0,0,20
2014-10-12,17.2,8.9,0.0,0,0,12
2014-10-13,18.3,11.1,1.3,0,0,12
2014-10-14,24.4,17.2,0.0,0,0,21
2014-10-15,25.0,20.6,17.5,0,0,23
2014-10-16,21.7,16.1,28.2,0,0,18
2014-10-17,21.7,15.0,0.0,0,0,20
2014-10-18,21.1,13.3,0.0,0,0,28
2014-10-19,13.3,6.7,0.0,0,0,34
2014-10-20,15.6,5.6,0.0,0,0,17
2014-10-21,19.4,12.8,2.8,0,0,16
2014-10-22,14.4,10.0,38.4,0,0,42
2014-10-23,11.7,10.0,15.5,0,0,34
2014-10-24,17.2,10.6,0.0,0,0,20
2014-10-25,19.4,10.0,0.3,0,0,26
2014-10-26,17.2,11.7,0.0,0,0,35
2014-10-27,17.2,8.9,0.0,0,0,23
2014-10-28,22.2,11.7,0.0,0,0,13
2014-10-29,22.2,10.6,0.0,0,0,22
2014-10-30,15.0,8.3,0.0,0,0,16
2014-10-31,12.8,7.2,1.3,0,0,29
2014-11-01,8.3,5.6,8.9,0,0,40
2014-11-02,8.9,5.0,0.0,0,0,48
2014-11-03,16.1,3.9,0.0,0,0,26
2014-11-04,20.0,11.7,0.0,0,0,21
2014-11-05,17.8,13.3,0.0,0,0,20
2014-11-06,13.9,8.9,9.4,0,0,14
2014-11-07,11.7,4.4,0.0,0,0,33
2014-11-08,8.9,2.2,0.0,0,0,27
2014-11-09,13.9,7.8,0.0,0,0,12
2014-11-10,16.1,6.7,0.0,0,0,11
2014-11-11,17.8,9.4,0.0,0,0,15
2014-11-12,18.3,8.3,0.0,0,0,12
2014-11-13,8.9,2.2,5.1,0,0,16
2014-11-14,5.6,1.7,1.5,0,0,32
2014-11-15,5.6,0.6,0.0,0,0,16
2014-11-16,7.2,1.7,0.8,0,0,17
2014-11-17,11.1,4.4,39.1,0,0,17
2014-11-18,7.2,-4.3,0.0,0,0,45
2014-11-19,2.2,-5.5,0.0,0,0,32
2014-11-20,7.2,-0.5,0.0,0,0,32
2014-11-21,2.8,-2.1,0.0,0,0,34
2014-11-22,6.7,-2.1,0.0,0,0,22
2014-11-23,13.9,6.1,0.0,0,0,17
2014-11-24,20.6,11.7,17.8,0,0,24
2014-11-25,20.0,10.6,0.0,0,0,23
2014-11-26,10.6,1.1,31.5,0,5,39
2014-11-27,3.3,1.1,0.5,0,0,23
2014-11-28,2.8,-1.6,0.0,0,0,26
2014-11-29,7.2,-2.7,0.0,0,0,16
2014-11-30,12.8,7.2,0.0,0,0,19
2014-12-01,18.3,5.6,2.3,0,0,30
2014-12-02,6.1,1.7,2.0,0,0,41
2014-12-03,7.8,5.0,1.5,0,0,34
2014-12-04,7.2,2.8,0.0,0,0,26
2014-12-05,6.7,1.1,13.0,0,0,27
2014-12-06,10.0,3.9,31.0,0,0,18
2014-12-07,5.6,-1.0,1.0,0,0,53
2014-12-08,2.8,-4.3,0.0,0,0,51
2014-12-09,5.6,2.2,64.5,0,0,46
2014-12-10,4.4,0.0,2.0,0,25,37
2014-12-11,3.3,-0.5,0.3,30,0,34
2014-12-12,3.3,0.0,0.0,0,0,36
2014-12-13,6.7,1.1,0.0,0,0,40
2014-12-14,7.8,3.3,0.0,0,0,27
2014-12-15,8.9,2.8,0.0,0,0,12
2014-12-16,9.4,3.3,5.1,0,0,17
2014-12-17,12.2,5.6,0.5,0,0,26
2014-12-18,5.6,2.8,0.0,0,0,39
2014-12-19,3.3,-0.5,0.0,0,0,32
2014-12-20,0.6,-1.0,0.0,0,0,22
2014-12-21,2.2,-0.5,0.0,0,0,22
2014-12-22,6.7,1.7,1.0,0,0,27
2014-12-23,7.8,6.1,4.1,0,0,37
2014-12-24,14.4,6.7,20.3,0,0,26
2014-12-25,16.7,6.7,2.3,0,0,43
2014-12-26,10.0,4.4,0.0,0,0,26
2014-12-27,12.8,6.7,0.0,0,0,20
2014-12-28,12.2,6.1,2.5,0,0,26
2014-12-29,6.7,1.1,0.0,0,0,23
2014-12-30,1.1,-2.1,0.0,0,0,19
2014-12-31,0.0,-2.7,0.0,0,0,25
2015-01-01,3.9,-2.7,0.0,0,0,32
2015-01-02,5.6,1.7,0.0,0,0,32
2015-01-03,5.6,0.6,18.0,0,0,29
2015-01-04,13.3,5.0,7.6,0,0,29
2015-01-05,9.4,-6.0,0.0,0,0,47
2015-01-06,-5.5,-7.1,1.3,0,25,18
2015-01-07,-4.9,-12.7,0.0,30,0,57
2015-01-08,-6.0,-13.2,0.0,0,0,39
2015-01-09,0.6,-7.1,1.8,0,38,39
2015-01-10,-4.9,-8.8,0.0,30,0,36
2015-01-11,2.8,-7.7,0.0,30,0,27
2015-01-12,3.9,1.7,9.1,0,0,17
2015-01-13,2.2,-8.2,0.0,0,0,38
2015-01-14,0.0,-8.8,0.0,0,0,28
2015-01-15,1.7,-3.8,0.0,0,0,21
2015-01-16,6.1,-6.6,0.0,0,0,44
2015-01-17,0.0,-8.2,0.0,0,0,27
2015-01-18,5.6,-0.5,53.3,0,0,17
2015-01-19,5.6,2.2,0.0,0,0,34
2015-01-20,4.4,0.0,0.0,0,0,26
2015-01-21,2.2,-3.8,0.0,0,0,19
2015-01-22,4.4,-0.5,0.0,0,0,25
2015-01-23,3.9,-2.1,0.0,0,0,25
2015-01-24,3.9,0.6,18.3,80,91,27
2015-01-25,5.6,-0.5,0.0,50,0,28
2015-01-26,-0.5,-5.5,12.2,50,140,57
2015-01-27,-1.0,-6.6,9.1,200,109,37
2015-01-28,1.1,-8.8,0.0,200,0,34
2015-01-29,2.2,-7.1,0.5,150,0,17
2015-01-30,3.3,-7.1,1.5,180,25,47
2015-01-31,-3.2,-10.5,0.0,180,0,55
2015-02-01,2.2,-6.6,0.8,150,8,17
2015-02-02,1.1,-9.9,25.9,180,127,44
2015-02-03,-3.2,-10.5,0.0,200,0,32
2015-02-04,6.1,-4.3,0.0,200,0,19
2015-02-05,5.6,-9.9,0.0,200,0,38
2015-02-06,-2.7,-11.0,0.0,200,0,32
2015-02-07,4.4,-3.8,0.5,200,0,17
2015-02-08,2.8,-1.6,0.0,200,0,38
2015-02-09,-1.6,-3.8,2.3,200,0,49
2015-02-10,4.4,-3.2,0.3,200,3,47
2015-02-11,1.1,-5.5,0.0,200,0,29
2015-02-12,4.4,-8.8,0.0,200,0,33
2015-02-13,-6.0,-13.2,0.0,200,0,41
2015-02-14,0.0,-8.8,0.5,200,23,24
2015-02-15,-3.8,-15.5,0.0,230,0,65
2015-02-16,-6.0,-16.0,0.0,230,0,31
2015-02-17,-2.7,-9.9,3.6,300,84,21
2015-02-18,0.6,-7.1,0.0,230,0,19
2015-02-19,-2.7,-13.2,0.0,230,0,51
2015-02-20,-7.1,-16.6,0.0,230,0,46
2015-02-21,0.0,-10.5,15.5,230,76,20
2015-02-22,6.1,0.0,2.5,330,25,13
2015-02-23,3.3,-13.2,0.0,300,0,50
2015-02-24,-4.3,-15.5,0.0,300,0,26
2015-02-25,2.8,-6.6,0.0,300,0,29
2015-02-26,0.0,-6.0,0.0,280,0,32
2015-02-27,-1.0,-7.7,0.0,280,0,27
2015-02-28,-1.6,-10.5,0.0,280,0,16
2015-03-01,-0.5,-4.3,13.2,250,122,10
2015-03-02,3.9,-2.7,0.0,380,0,36
2015-03-03,2.8,-5.5,17.0,360,46,22
2015-03-04,7.2,1.7,6.4,330,0,27
2015-03-05,4.4,-7.1,19.3,330,191,26
2015-03-06,-2.7,-11.0,0.0,480,0,28
2015-03-07,3.3,-7.7,0.0,460,0,23
2015-03-08,9.4,2.8,0.0,410,0,23
2015-03-09,12.2,4.4,0.3,330,0,21
2015-03-10,11.7,3.9,11.7,280,0,16
2015-03-11,15.0,6.7,0.3,150,0,31
2015-03-12,8.3,2.2,0.0,100,0,37
2015-03-13,6.1,-0.5,0.0,50,0,29
2015-03-14,10.6,4.4,20.6,30,0,25
2015-03-15,6.7,2.2,0.0,0,0,51
2015-03-16,11.1,1.7,0.0,0,0,17
2015-03-17,13.9,1.1,0.5,0,0,43
2015-03-18,3.9,-1.6,0.0,0,0,43
2015-03-19,6.1,-1.6,0.0,0,0,26
2015-03-20,3.3,-1.6,10.2,0,114,35
2015-03-21,8.3,-1.6,0.0,130,0,24
2015-03-22,6.1,-2.1,0.0,0,0,34
2015-03-23,3.3,-4.9,0.0,0,0,30
2015-03-24,7.2,-3.2,0.0,0,0,18
2015-03-25,9.4,1.1,1.3,0,0,20
2015-03-26,16.7,5.6,8.1,0,0,13
2015-03-27,7.8,3.9,6.9,0,0,19
2015-03-28,4.4,-3.2,0.0,0,0,34
2015-03-29,7.8,-3.8,0.0,0,0,28
2015-03-30,12.2,2.2,0.0,0,0,35
2015-03-31,8.3,1.7,4.3,0,0,24
2015-04-01,10.6,0.0,0.0,0,0,23
2015-04-02,19.4,5.0,0.0,0,0,28
2015-04-03,17.8,15.0,1.0,0,0,30
2015-04-04,15.6,5.6,0.3,0,0,45
2015-04-05,16.1,5.6,0.0,0,0,22
2015-04-06,17.2,5.6,0.0,0,0,19
2015-04-07,16.7,5.6,3.8,0,0,31
2015-04-08,7.2,2.8,0.0,0,0,51
2015-04-09,6.1,2.8,0.0,0,0,40
2015-04-10,13.3,3.9,4.3,0,0,21
2015-04-11,13.9,6.7,0.0,0,0,39
2015-04-12,18.9,6.1,0.0,0,0,15
2015-04-13,20.0,10.0,0.0,0,0,21
2015-04-14,18.3,12.8,0.3,0,0,17
2015-04-15,22.2,10.6,0.0,0,0,28
2015-04-16,17.8,11.1,0.0,0,0,29
2015-04-17,21.7,12.8,2.0,0,0,23
2015-04-18,26.7,15.0,0.0,0,0,19
2015-04-19,17.8,8.9,0.0,0,0,38
2015-04-20,13.9,7.8,34.8,0,0,33
2015-04-21,18.3,11.1,5.1,0,0,27
2015-04-22,20.6,8.9,1.3,0,0,29
2015-04-23,11.1,5.0,0.0,0,0,41
2015-04-24,11.1,3.9,0.0,0,0,38
2015-04-25,16.7,3.3,0.0,0,0,25
2015-04-26,17.8,7.8,0.0,0,0,23
2015-04-27,16.7,9.4,0.0,0,0,26
2015-04-28,21.7,10.0,0.0,0,0,35
2015-04-29,25.6,10.0,0.0,0,0,25
2015-04-30,19.4,8.9,0.0,0,0,36
2015-05-01,17.2,9.4,0.0,0,0,23
2015-05-02,23.3,8.9,0.0,0,0,13
2015-05-03,26.7,10.6,0.0,0,0,11
2015-05-04,29.4,13.9,0.0,0,0,24
2015-05-05,29.4,18.9,0.0,0,0,18
2015-05-06,22.8,15.0,0.0,0,0,22
2015-05-07,26.7,13.3,0.0,0,0,10
2015-05-08,27.8,13.3,0.0,0,0,13
2015-05-09,21.1,13.9,0.0,0,0,19
2015-05-10,28.3,16.1,0.0,0,0,16
2015-05-11,28.9,21.1,0.0,0,0,17
2015-05-12,30.0,17.8,0.0,0,0,24
2015-05-13,21.1,11.7,0.0,0,0,33
2015-05-14,22.8,10.0,0.0,0,0,17
2015-05-15,23.9,12.8,0.0,0,0,15
2015-05-16,23.9,13.9,7.6,0,0,9
2015-05-17,28.3,17.8,0.5,0,0,9
2015-05-18,23.9,15.6,0.0,0,0,21
2015-05-19,26.7,15.0,0.0,0,0,11
2015-05-20,19.4,12.2,0.0,0,0,31
2015-05-21,16.7,11.1,0.0,0,0,12
2015-05-22,23.3,12.8,0.0,0,0,27
2015-05-23,21.1,9.4,0.0,0,0,20
2015-05-24,27.2,13.3,0.0,0,0,17
2015-05-25,29.4,17.8,0.0,0,0,22
2015-05-26,31.1,19.4,0.0,0,0,23
2015-05-27,29.4,21.1,2.0,0,0,23
2015-05-28,29.4,21.1,0.0,0,0,18
2015-05-29,29.4,18.3,0.0,0,0,18
2015-05-30,29.4,19.4,0.0,0,0,25
2015-05-31,30.6,13.9,37.1,0,0,25
2015-06-01,14.4,10.6,18.3,0,0,46
2015-06-02,12.8,10.0,9.4,0,0,28
2015-06-03,21.1,11.1,0.0,0,0,21
2015-06-04,18.3,12.2,0.0,0,0,23
2015-06-05,21.1,12.8,3.3,0,0,13
2015-06-06,24.4,15.6,4.8,0,0,21
2015-06-07,23.3,12.8,0.0,0,0,17
2015-06-08,26.1,17.2,1.5,0,0,27
2015-06-09,28.3,20.0,0.3,0,0,22
2015-06-10,27.8,18.3,0.0,0,0,14
2015-06-11,31.7,22.2,0.0,0,0,20
2015-06-12,31.1,22.8,0.0,0,0,20
2015-06-13,30.0,22.2,0.0,0,0,24
2015-06-14,31.1,18.9,9.1,0,0,12
2015-06-15,28.3,17.8,14.5,0,0,21
2015-06-16,26.1,18.3,6.9,0,0,10
2015-06-17,27.8,18.9,0.0,0,0,17
2015-06-18,21.7,17.8,0.0,0,0,16
2015-06-19,30.6,20.0,0.0,0,0,17
2015-06-20,23.9,17.8,0.0,0,0,24
2015-06-21,31.1,21.7,16.3,0,0,20
2015-06-22,30.6,21.1,0.0,0,0,22
2015-06-23,32.2,23.9,0.5,0,0,26
2015-06-24,28.9,20.0,0.0,0,0,21
2015-06-25,28.3,18.3,0.0,0,0,14
2015-06-26,27.2,20.6,0.0,0,0,20
2015-06-27,21.7,14.4,28.4,0,0,33
2015-06-28,22.8,16.7,7.4,0,0,24
2015-06-29,24.4,17.2,0.0,0,0,22
2015-06-30,27.8,20.0,1.0,0,0,22
2015-07-01,27.8,20.6,9.9,0,0,19
2015-07-02,26.7,20.6,0.0,0,0,5
2015-07-03,27.8,18.9,0.0,0,0,13
2015-07-04,23.9,20.6,0.0,0,0,15
2015-07-05,28.3,20.0,0.0,0,0,7
2015-07-06,28.3,22.2,0.0,0,0,13
2015-07-07,31.1,23.9,3.0,0,0,22
2015-07-08,31.1,25.0,0.0,0,0,14
2015-07-09,26.1,20.0,7.6,0,0,21
2015-07-10,28.9,22.2,0.0,0,0,21
2015-07-11,31.1,20.6,0.0,0,0,11
2015-07-12,31.7,22.2,0.0,0,0,9
2015-07-13,31.1,22.8,0.0,0,0,12
2015-07-14,27.8,22.8,10.7,0,0,12
2015-07-15,27.2,22.2,3.0,0,0,20
2015-07-16,26.7,17.8,0.0,0,0,25
2015-07-17,27.2,19.4,0.0,0,0,17
2015-07-18,29.4,21.7,8.1,0,0,20
2015-07-19,33.9,25.6,0.0,0,0,14
2015-07-20,34.4,27.8,0.0,0,0,20
2015-07-21,31.7,23.3,0.0,0,0,11
2015-07-22,29.4,20.6,0.0,0,0,26
2015-07-23,30.0,20.0,0.0,0,0,17
2015-07-24,30.6,21.1,0.0,0,0,9
2015-07-25,31.1,20.6,0.0,0,0,14
2015-07-26,32.2,23.3,0.0,0,0,20
2015-07-27,30.0,21.7,9.1,0,0,13
2015-07-28,35.0,23.9,0.0,0,0,12
2015-07-29,35.6,25.6,0.0,0,0,17
2015-07-30,30.6,24.4,49.5,0,0,19
2015-07-31,31.7,22.2,0.0,0,0,15
2015-08-01,31.7,23.9,0.0,0,0,20
2015-08-02,31.7,21.7,0.0,0,0,9
2015-08-03,32.2,23.9,0.0,0,0,22
2015-08-04,31.7,20.6,10.9,0,0,24
2015-08-05,30.6,22.2,0.0,0,0,13
2015-08-06,28.3,19.4,0.0,0,0,11
2015-08-07,28.9,20.6,0.0,0,0,24
2015-08-08,27.8,20.0,0.0,0,0,17
2015-08-09,29.4,20.0,0.0,0,0,17
2015-08-10,28.9,21.1,0.0,0,0,20
2015-08-11,27.2,21.7,29.7,0,0,19
2015-08-12,29.4,21.7,0.0,0,0,21
2015-08-13,28.3,19.4,0.0,0,0,14
2015-08-14,31.1,19.4,0.0,0,0,13
2015-08-15,33.3,22.8,0.0,0,0,15
2015-08-16,33.9,24.4,0.0,0,0,7
2015-08-17,35.0,25.6,0.0,0,0,15
2015-08-18,32.2,22.8,7.4,0,0,18
2015-08-19,30.6,25.0,0.0,0,0,18
2015-08-20,30.0,25.0,0.3,0,0,25
2015-08-21,30.6,21.7,8.1,0,0,19
2015-08-22,30.0,20.6,0.0,0,0,20
2015-08-23,29.4,21.1,0.0,0,0,18
2015-08-24,30.6,22.8,0.0,0,0,11
2015-08-25,32.2,22.8,0.0,0,0,17
2015-08-26,29.4,19.4,0.0,0,0,17
2015-08-27,27.8,19.4,0.0,0,0,14
2015-08-28,27.8,17.2,0.0,0,0,11
2015-08-29,30.6,19.4,0.0,0,0,9
2015-08-30,32.2,22.2,3.3,0,0,18
2015-08-31,32.8,24.4,0.0,0,0,20
2015-09-01,32.2,24.4,0.0,0,0,10
2015-09-02,32.8,23.3,0.0,0,0,8
2015-09-03,33.9,23.3,0.0,0,0,9
2015-09-04,29.4,22.2,0.0,0,0,31
2015-09-05,28.3,19.4,0.0,0,0,18
2015-09-06,30.6,18.3,0.0,0,0,6
2015-09-07,33.3,21.1,0.0,0,0,19
2015-09-08,36.1,24.4,0.0,0,0,22
2015-09-09,32.2,24.4,0.0,0,0,17
2015-09-10,26.1,21.1,40.1,0,0,28
2015-09-11,27.2,18.9,0.0,0,0,23
2015-09-12,26.1,20.6,7.4,0,0,19
2015-09-13,26.7,16.7,1.0,0,0,28
2015-09-14,25.0,15.0,0.0,0,0,29
2015-09-15,28.9,16.7,0.0,0,0,10
2015-09-16,31.1,18.9,0.0,0,0,6
2015-09-17,31.7,20.0,0.0,0,0,10
2015-09-18,30.6,20.0,0.0,0,0,9
2015-09-19,28.3,20.0,0.0,0,0,12
2015-09-20,26.1,17.8,0.0,0,0,35
2015-09-21,22.8,15.0,0.0,0,0,34
2015-09-22,21.7,16.7,0.0,0,0,31
2015-09-23,26.7,15.0,0.0,0,0,13
2015-09-24,27.8,15.6,0.0,0,0,19
2015-09-25,24.4,17.2,0.0,0,0,28
2015-09-26,22.2,16.1,0.0,0,0,27
2015-09-27,21.7,13.3,0.0,0,0,22
2015-09-28,25.6,18.3,0.0,0,0,15
2015-09-29,28.3,22.2,2.8,0,0,12
2015-09-30,26.1,15.0,32.0,0,0,37
2015-10-01,17.8,13.3,2.3,0,0,39
2015-10-02,13.9,8.9,27.4,0,0,56
2015-10-03,12.8,9.4,8.9,0,0,51
2015-10-04,17.2,11.7,0.0,0,0,48
2015-10-05,19.4,11.1,0.0,0,0,28
2015-10-06,22.8,11.1,0.0,0,0,7
2015-10-07,22.8,14.4,0.0,0,0,13
2015-10-08,22.2,15.0,0.0,0,0,15
2015-10-09,25.6,16.1,22.6,0,0,18
2015-10-10,18.3,10.0,0.0,0,0,11
2015-10-11,20.6,11.7,0.0,0,0,17
2015-10-12,25.0,13.3,0.0,0,0,17
2015-10-13,22.2,16.1,0.3,0,0,16
2015-10-14,20.6,13.9,0.0,0,0,17
2015-10-15,17.8,10.6,0.0,0,0,18
2015-10-16,17.8,11.7,0.0,0,0,24
2015-10-17,13.3,5.6,0.0,0,0,26
2015-10-18,10.0,3.3,0.0,0,0,22
2015-10-19,11.7,1.7,0.0,0,0,17
2015-10-20,21.1,8.9,0.0,0,0,27
2015-10-21,24.4,13.9,0.0,0,0,10
2015-10-22,23.9,14.4,0.0,0,0,21
2015-10-23,18.3,7.2,0.0,0,0,30
2015-10-24,13.9,4.4,0.0,0,0,18
2015-10-25,20.0,8.9,1.3,0,0,22
2015-10-26,14.4,7.8,0.0,0,0,17
2015-10-27,15.0,7.2,0.0,0,0,20
2015-10-28,20.6,11.7,35.6,0,0,30
2015-10-29,22.8,13.9,1.0,0,0,29
2015-10-30,16.1,8.9,0.0,0,0,26
2015-10-31,13.3,5.6,0.0,0,0,13
2015-11-01,18.3,12.2,0.0,0,0,22
2015-11-02,17.2,12.2,0.0,0,0,9
2015-11-03,22.2,8.9,0.0,0,0,11
2015-11-04,21.1,13.3,0.0,0,0,11
2015-11-05,21.7,13.3,0.3,0,0,9
2015-11-06,23.3,18.9,0.0,0,0,21
2015-11-07,22.2,11.7,0.0,0,0,20
2015-11-08,13.3,7.8,0.0,0,0,16
2015-11-09,15.0,6.1,0.0,0,0,9
2015-11-10,13.9,10.6,6.6,0,0,44
2015-11-11,14.4,9.4,10.9,0,0,22
2015-11-12,16.1,10.6,0.3,0,0,25
2015-11-13,14.4,7.8,0.0,0,0,48
2015-11-14,9.4,5.6,0.0,0,0,35
2015-11-15,14.4,3.9,0.0,0,0,21
2015-11-16,19.4,10.6,0.0,0,0,18
2015-11-17,11.1,4.4,0.0,0,0,28
2015-11-18,14.4,7.8,0.0,0,0,23
2015-11-19,17.8,13.9,31.8,0,0,25
2015-11-20,17.8,7.8,0.0,0,0,26
2015-11-21,11.7,5.6,0.0,0,0,29
2015-11-22,12.8,5.6,0.8,0,0,28
2015-11-23,6.7,0.6,0.0,0,0,26
2015-11-24,7.8,0.0,0.0,0,0,17
2015-11-25,10.0,2.2,0.0,0,0,12
2015-11-26,15.6,5.0,0.0,0,0,13
2015-11-27,17.8,10.6,0.0,0,0,17
2015-11-28,17.8,7.2,0.5,0,0,-9999
2015-11-29,9.4,3.3,0.0,0,0,-9999
2015-11-30,8.3,0.6,0.0,0,0,25
2015-12-01,10.6,6.7,8.4,0,0,30
2015-12-02,13.9,7.8,3.6,0,0,13
2015-12-03,12.8,6.7,0.0,0,0,38
2015-12-04,10.6,5.6,0.0,0,0,19
2015-12-05,10.6,4.4,0.0,0,0,10
2015-12-06,11.7,3.9,0.0,0,0,15
2015-12-07,12.2,5.6,0.0,0,0,17
2015-12-08,9.4,5.0,0.0,0,0,20
2015-12-09,12.8,4.4,0.0,0,0,19
2015-12-10,15.6,10.6,0.0,0,0,19
2015-12-11,16.1,10.0,0.0,0,0,21
2015-12-12,18.9,12.8,0.0,0,0,9
2015-12-13,19.4,12.8,0.0,0,0,15
2015-12-14,19.4,11.7,8.4,0,0,21
2015-12-15,20.0,11.7,2.3,0,0,47
2015-12-16,11.7,7.8,1.0,0,0,24
2015-12-17,15.0,10.0,30.7,0,0,22
2015-12-18,13.9,3.3,0.0,0,0,30
2015-12-19,4.4,1.7,0.0,0,0,42
2015-12-20,6.1,1.1,0.0,0,0,27
2015-12-21,13.3,3.9,0.0,0,0,32
2015-12-22,16.7,11.7,4.8,0,0,22
2015-12-23,17.8,11.1,39.4,0,0,16
2015-12-24,22.2,17.2,0.3,0,0,20
2015-12-25,18.9,13.9,0.3,0,0,4
2015-12-26,15.0,8.3,0.0,0,0,36
2015-12-27,16.1,7.8,3.0,0,0,26
2015-12-28,7.8,1.1,0.8,0,0,37
2015-12-29,7.8,1.1,11.4,0,0,31
2015-12-30,8.9,3.3,4.8,-9999,-9999,18
2015-12-31,8.9,5.6,0.8,0,0,24
2016-01-01,5.6,1.1,0.0,0,0,34
